gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,256,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6439,8,7.1962,flydsl_gemm5_abf16_wbf16_bf16_t16x64x128_split_k8_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0221,55.95,664.81
gfx950,256,256,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6661,6,9.1244,flydsl_gemm4_abf16_wbf16_bf16_t32x64x128_split_k6_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0173,88.26,703.88
gfx950,256,256,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,2,26.1369,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0057,315.81,1405.4
gfx950,256,256,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,11.6185,native,0.0,8.66,306.01
gfx950,256,256,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4045,1,11.5834,flydsl_gemm4_abf16_wbf16_bf16_t64x64x128_split_k1_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,370.79,1719.96
gfx950,256,256,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,7361,1,21.715,flydsl_gemm4_abf16_wbf16_bf16_t96x64x64_split_k1_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,445.02,1955.67
gfx950,256,256,6144,4096,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,27.2042,native,0.0,473.64,2042.87
gfx950,256,256,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,39.8281,native,0.0,485.27,2053.55
gfx950,256,2,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5475,12,4.6306,flydsl_gemm7_abf16_wbf16_bf16_t16x64x64_split_k12_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0273,0.68,345.09
gfx950,256,2,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,4.9859,sol2,0.0,1.26,636.06
